Date,Company,Category,Victim website,Victim country,Group,Ransom demand,Exfiltrated data amount,Exfiltrated data type:,Leaked data:,Ransom deadline:
15-02-2023,CEFCO,Retail,cefcostores.com,USA,LockBit3.0,N/A,N/A,N/A,/,22nd Feb 23
16-02-2023,NATIONAL LOCUMS,Staffing and Recruiting,nationallocums.co.uk,United Kingdom,LockBit3.0,"$ 399,999",N/A,Large number of confidential non-disclosure dates. Personal data of customers.,Sample with screenshots of miscellaneous documents,25th Feb 23
16-02-2023,FOAMTEC INTERNATIONAL,Environmental Services,foamtecintlwcc.com,USA,Medusa,"$ 99,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,N/A
16-02-2023,GALLIER ORL?ANS,Finance,gallier.fr,France,Mallox,N/A,"4,25 GB (packed)",Miscellaneous documents including PHI documents,All the exfiltrated data,N/A
16-02-2023,MECARO,Semiconductor Manufacturing,mecaro.com,Republic of Korea,Mallox,N/A,"4,33 GB (unpacked)",N/A,All the exfiltrated data,N/A
16-02-2023,HYDROFIT ALLIANCE,Oil and Gas,hydrofitgroup.com,UAE,Mallox,N/A,2.66 GB (unpacked),N/A,All the exfiltrated data,N/A
16-02-2023,RICHARDS INDUSTRIALS,Industrial Machinery Manufacturing,richardsind.com,USA,LockBit3.0,N/A,N/A,N/A,/,27th Feb 23
16-02-2023,VIPAR,Truck transportation,vipar.com,USA,LockBit3.0,N/A,N/A,N/A,/,08th Mar 23
16-02-2023,SEMS,Environmental Services,semsinc.net,USA,LockBit3.0,N/A,N/A,N/A,/,25th Feb 23
16-02-2023,MONTIBELLO,Cosmetics,montibello.com,Spain,LockBit3.0,N/A,N/A,N/A,/,27th Feb 23
16-02-2023,BLACK &WHITE CABS,Travel arrangements,blackandwhitecabs.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,02nd Mar 23
16-02-2023,TRUDI,IT Services and IT Consulting,trudi.it,Italy,LockBit3.0,N/A,N/A,N/A,/,04th Mar 23
16-02-2023,AMADA WELD TECH,Equipments and system manufacturing,amadaweldtech.com,USA,BlackCat,N/A,N/A,N/A,/,N/A
17-02-2023,AP EMISSIONS TECHNOLOGIES,Automotive Manufacturing,apemissions.com,USA,Medusa,"$ 2,000,000",N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,N/A
17-02-2023,HENGMEI OPTOELECTRONICS CO.,shopping,en.cnhmo.cn,China,BlackCat,N/A,"1,1 TB","Financial documents and reports ? Analytical and strategic documents,",Sample with screenshots of miscellaneous documents including corporate and PII,N/A
17-02-2023,EVANS CONSOLES,Manufacturing,evansonline.com,USA,Royal,N/A,N/A,Miscellaneous documents,100% of the exfiltrated data,N/A
17-02-2023,CORE AUTOMATION,Electrical,coreautomation.com,USA,LockBit3.0,N/A,500 GB,Miscellaneous private information,/,19TH Feb 23
17-02-2023,VISSAN,Food,vissan.com.vn,Vietnam,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,09th Mar 23
17-02-2023,MYERS,"Appliances, Electrical, and Electronics Manufacturing",myerspower.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of miscellaneous documents,03rd Mar 23
17-02-2023,PUEBLO OF ZIA,Business,ziapueblo.org,Mexico,LockBit3.0,N/A,N/A,N/A,/,26th Feb 23
17-02-2023,VITROX CORPORATION BERHAD,"Appliances, Electrical, and Electronics Manufacturing",vitrox.com,Malaysia,LockBit3.0,N/A,N/A,N/A,/,05th Mar 23
17-02-2023,ROYAL LEPAGE,Real Estate,royallepage.ca,Canada,LockBit3.0,N/A,N/A,N/A,/,02nd Mar 23
18-02-2023,PIERCE TRANSIT,Truck transportation,piercetransit.org,USA,LockBit3.0,"$ 1,999,999",N/A,"Postal correspondence, NDA agreements, personal data of customers, Contracts",Sample with screenshots of miscellaneous documents,N/A
18-02-2023,NYC BAR ASSOCIATION,Law,nycbar.org,USA,Cl0p,N/A,"1,77 TB",Miscellaneous documents,Sample with several folders and screenshots with PII documents,N/A
18-02-2023,NESG,Pharma,nesg.com,USA,BianLian,N/A,62 GB,Fileserver data. Clients? data. Technical documents. Financial data.,Sample with files tree and several folders,N/A
18-02-2023,FIBERTEC,Environmental Services,fibertec.us,USA,BianLian,N/A,400 GB,Accounting. SQL databases. Post archives. QuickBooks databases. Financial,Sample with files tree and several folders,N/A
18-02-2023,SINGLESOURCE,Food,singlesource.com,USA,BlackCat,N/A,300 GB,Confidential data,Sample with screenshot of a contract,N/A
